date,store_key,prod_key,prediction,lower_95,upper_95
2024-08-02,store_id_BASE,product_id_BASE,32.094833,25.263292,38.926373
2024-08-03,store_id_BASE,product_id_BASE,72.82568,65.99414,79.65723
2024-08-04,store_id_BASE,product_id_BASE,32.543736,25.712194,39.375275
2024-08-05,store_id_BASE,product_id_BASE,33.964123,27.132582,40.795662
2024-08-06,store_id_BASE,product_id_BASE,33.85574,27.024199,40.68728
2024-08-07,store_id_BASE,product_id_BASE,31.34334,24.511799,38.17488
2024-08-08,store_id_BASE,product_id_BASE,32.94751,26.115969,39.77905
2024-08-09,store_id_BASE,product_id_BASE,30.929382,24.097841,37.76092
2024-08-10,store_id_BASE,product_id_BASE,30.809566,23.978025,37.641106
2024-08-11,store_id_BASE,product_id_BASE,27.517612,20.686071,34.34915
2024-08-12,store_id_BASE,product_id_BASE,27.029882,20.198341,33.861423
2024-08-13,store_id_BASE,product_id_BASE,28.89215,22.06061,35.72369
2024-08-14,store_id_BASE,product_id_BASE,26.47585,19.644308,33.30739
2024-08-15,store_id_BASE,product_id_BASE,29.455355,22.623814,36.286896
2024-08-16,store_id_BASE,product_id_BASE,28.82659,21.995049,35.65813
2024-08-17,store_id_BASE,product_id_BASE,30.524181,23.69264,37.35572
2024-08-18,store_id_BASE,product_id_BASE,30.710144,23.878603,37.541683
2024-08-19,store_id_BASE,product_id_BASE,29.191109,22.359568,36.022648
2024-08-20,store_id_BASE,product_id_BASE,28.292953,21.461412,35.124493
2024-08-21,store_id_BASE,product_id_BASE,27.4943,20.66276,34.32584
2024-08-22,store_id_BASE,product_id_BASE,41.907448,35.07591,48.738987
2024-08-23,store_id_BASE,product_id_BASE,26.875254,20.043713,33.706795
2024-08-24,store_id_BASE,product_id_BASE,31.441696,24.610155,38.273235
2024-08-25,store_id_BASE,product_id_BASE,30.79714,23.9656,37.62868
2024-08-26,store_id_BASE,product_id_BASE,27.921352,21.089811,34.75289
2024-08-27,store_id_BASE,product_id_BASE,28.518553,21.687012,35.350094
2024-08-28,store_id_BASE,product_id_BASE,28.480387,21.648846,35.311928
2024-08-29,store_id_BASE,product_id_BASE,26.622759,19.791218,33.4543
2024-08-30,store_id_BASE,product_id_BASE,25.285593,18.454052,32.117134
2024-08-31,store_id_BASE,product_id_BASE,28.236473,21.404932,35.068012
2024-09-01,store_id_BASE,product_id_BASE,46.85623,40.024693,53.68777
2024-09-02,store_id_BASE,product_id_BASE,25.5983,18.76676,32.42984
2024-09-03,store_id_BASE,product_id_BASE,29.793356,22.961815,36.624897
2024-09-04,store_id_BASE,product_id_BASE,30.707392,23.87585,37.538933
2024-09-05,store_id_BASE,product_id_BASE,29.25786,22.42632,36.0894
2024-09-06,store_id_BASE,product_id_BASE,29.607758,22.776217,36.439297
2024-09-07,store_id_BASE,product_id_BASE,49.155792,42.324253,55.98733
2024-09-08,store_id_BASE,product_id_BASE,31.868433,25.036892,38.699974
2024-09-09,store_id_BASE,product_id_BASE,29.59684,22.765299,36.42838
2024-09-10,store_id_BASE,product_id_BASE,55.30892,48.477383,62.14046
2024-09-11,store_id_BASE,product_id_BASE,28.688429,21.856888,35.51997
2024-09-12,store_id_BASE,product_id_BASE,31.322182,24.49064,38.15372
2024-09-13,store_id_BASE,product_id_BASE,32.742588,25.911047,39.574127
2024-09-14,store_id_BASE,product_id_BASE,32.209568,25.378027,39.041107
2024-09-15,store_id_BASE,product_id_BASE,30.539831,23.70829,37.371372
2024-09-16,store_id_BASE,product_id_BASE,29.647135,22.815594,36.478676
2024-09-17,store_id_BASE,product_id_BASE,26.425892,19.59435,33.25743
2024-09-18,store_id_BASE,product_id_BASE,27.878315,21.046774,34.709854
2024-09-19,store_id_BASE,product_id_BASE,28.664606,21.833065,35.496147
2024-09-20,store_id_BASE,product_id_BASE,26.612953,19.781412,33.444492
2024-09-21,store_id_BASE,product_id_BASE,29.092825,22.261284,35.924366
2024-09-22,store_id_BASE,product_id_BASE,28.883411,22.05187,35.71495
2024-09-23,store_id_BASE,product_id_BASE,29.364561,22.53302,36.196102
2024-09-24,store_id_BASE,product_id_BASE,26.362562,19.531021,33.194103
2024-09-25,store_id_BASE,product_id_BASE,46.633755,39.802216,53.465294
2024-09-26,store_id_BASE,product_id_BASE,25.499958,18.668417,32.331497
2024-09-27,store_id_BASE,product_id_BASE,28.692678,21.861137,35.52422
2024-09-28,store_id_BASE,product_id_BASE,28.791859,21.960318,35.623398
2024-09-29,store_id_BASE,product_id_BASE,48.73713,41.90559,55.56867
2024-09-30,store_id_BASE,product_id_BASE,26.972723,20.141182,33.804264
2024-10-01,store_id_BASE,product_id_BASE,29.044323,22.212782,35.875862
2024-10-02,store_id_BASE,product_id_BASE,28.91745,22.085909,35.74899
2024-10-03,store_id_BASE,product_id_BASE,43.21702,36.38548,50.048557
2024-10-04,store_id_BASE,product_id_BASE,25.88841,19.05687,32.71995
2024-10-05,store_id_BASE,product_id_BASE,29.222456,22.390915,36.053997
2024-10-06,store_id_BASE,product_id_BASE,28.036036,21.204494,34.867577
2024-10-07,store_id_BASE,product_id_BASE,26.764658,19.933117,33.5962
2024-10-08,store_id_BASE,product_id_BASE,25.478489,18.646948,32.310028
2024-10-09,store_id_BASE,product_id_BASE,25.41255,18.581009,32.24409
2024-10-10,store_id_BASE,product_id_BASE,25.569859,18.738317,32.401398
2024-10-11,store_id_BASE,product_id_BASE,25.6448,18.81326,32.47634
2024-10-12,store_id_BASE,product_id_BASE,25.75036,18.91882,32.5819
2024-10-13,store_id_BASE,product_id_BASE,27.43314,20.601599,34.26468
2024-10-14,store_id_BASE,product_id_BASE,26.883419,20.051878,33.71496
2024-10-15,store_id_BASE,product_id_BASE,27.057272,20.22573,33.888813
2024-10-16,store_id_BASE,product_id_BASE,27.409653,20.578112,34.24119
2024-10-17,store_id_BASE,product_id_BASE,25.692572,18.86103,32.524113
2024-10-18,store_id_BASE,product_id_BASE,26.553608,19.722067,33.385147
2024-10-19,store_id_BASE,product_id_BASE,47.41109,40.57955,54.24263
2024-10-20,store_id_BASE,product_id_BASE,27.363928,20.532387,34.19547
2024-10-21,store_id_BASE,product_id_BASE,29.803034,22.971493,36.634575
2024-10-22,store_id_BASE,product_id_BASE,53.6808,46.849262,60.51234
2024-10-23,store_id_BASE,product_id_BASE,28.258629,21.427088,35.090168
2024-10-24,store_id_BASE,product_id_BASE,29.516558,22.685017,36.3481
2024-10-25,store_id_BASE,product_id_BASE,30.359604,23.528063,37.191143
2024-10-26,store_id_BASE,product_id_BASE,32.249847,25.418306,39.081387
2024-10-27,store_id_BASE,product_id_BASE,30.025038,23.193497,36.85658
2024-10-28,store_id_BASE,product_id_BASE,29.507278,22.675737,36.338818
2024-10-29,store_id_BASE,product_id_BASE,27.151949,20.320408,33.98349
2024-10-30,store_id_BASE,product_id_BASE,27.84584,21.0143,34.67738
2024-10-31,store_id_BASE,product_id_BASE,29.328278,22.496737,36.159817
2024-11-01,store_id_BASE,product_id_BASE,28.450869,21.619328,35.28241
2024-11-02,store_id_BASE,product_id_BASE,30.00312,23.17158,36.83466
2024-11-03,store_id_BASE,product_id_BASE,29.442936,22.611395,36.274475
2024-11-04,store_id_BASE,product_id_BASE,27.347525,20.515984,34.179066
2024-11-05,store_id_BASE,product_id_BASE,27.323854,20.492313,34.155396
2024-11-06,store_id_BASE,product_id_BASE,27.128283,20.296741,33.959824
2024-11-07,store_id_BASE,product_id_BASE,28.242577,21.411036,35.074116
2024-11-08,store_id_BASE,product_id_BASE,27.473192,20.641651,34.304733
2024-11-09,store_id_BASE,product_id_BASE,26.225353,19.393812,33.056892
2024-11-10,store_id_BASE,product_id_BASE,26.610708,19.779167,33.44225
2024-11-11,store_id_BASE,product_id_BASE,26.45205,19.620508,33.28359
2024-11-12,store_id_BASE,product_id_BASE,26.980965,20.149424,33.812504
2024-11-13,store_id_BASE,product_id_BASE,26.734192,19.90265,33.56573
2024-11-14,store_id_BASE,product_id_BASE,27.062569,20.231028,33.894108
2024-11-15,store_id_BASE,product_id_BASE,49.04079,42.20925,55.87233
2024-11-16,store_id_BASE,product_id_BASE,28.277729,21.446188,35.10927
2024-11-17,store_id_BASE,product_id_BASE,30.568676,23.737135,37.400215
2024-11-18,store_id_BASE,product_id_BASE,29.711008,22.879467,36.54255
2024-11-19,store_id_BASE,product_id_BASE,29.246408,22.414867,36.07795
2024-11-20,store_id_BASE,product_id_BASE,30.512896,23.681355,37.344437
2024-11-21,store_id_BASE,product_id_BASE,32.63418,25.802637,39.465717
2024-11-22,store_id_BASE,product_id_BASE,28.552483,21.720942,35.38402
2024-11-23,store_id_BASE,product_id_BASE,32.22313,25.391588,39.05467
2024-11-24,store_id_BASE,product_id_BASE,31.305887,24.474346,38.13743
2024-11-25,store_id_BASE,product_id_BASE,31.656687,24.825146,38.488228
2024-11-26,store_id_BASE,product_id_BASE,74.99748,68.16594,81.829025
2024-11-27,store_id_BASE,product_id_BASE,35.288315,28.456774,42.119854
2024-11-28,store_id_BASE,product_id_BASE,37.07372,30.242178,43.90526
2024-11-29,store_id_BASE,product_id_BASE,37.44546,30.61392,44.277
2024-11-30,store_id_BASE,product_id_BASE,38.705235,31.873693,45.536774
2024-12-01,store_id_BASE,product_id_BASE,35.02332,28.191778,41.85486
2024-12-02,store_id_BASE,product_id_BASE,32.384148,25.552607,39.215687
2024-12-03,store_id_BASE,product_id_BASE,26.994432,20.162891,33.825974
2024-12-04,store_id_BASE,product_id_BASE,29.047386,22.215845,35.878925
2024-12-05,store_id_BASE,product_id_BASE,38.829456,31.997915,45.660995
2024-12-06,store_id_BASE,product_id_BASE,27.906239,21.074697,34.737778
2024-12-07,store_id_BASE,product_id_BASE,29.852798,23.021257,36.684338
2024-12-08,store_id_BASE,product_id_BASE,27.717392,20.88585,34.54893
2024-12-09,store_id_BASE,product_id_BASE,25.96455,19.133009,32.79609
2024-12-10,store_id_BASE,product_id_BASE,28.46991,21.638369,35.30145
2024-12-11,store_id_BASE,product_id_BASE,30.431494,23.599953,37.263035
2024-12-12,store_id_BASE,product_id_BASE,28.443253,21.611712,35.27479
2024-12-13,store_id_BASE,product_id_BASE,30.357183,23.525642,37.188725
2024-12-14,store_id_BASE,product_id_BASE,31.02686,24.195318,37.8584
2024-12-15,store_id_BASE,product_id_BASE,31.850176,25.018635,38.681717
2024-12-16,store_id_BASE,product_id_BASE,30.370174,23.538633,37.201714
2024-12-17,store_id_BASE,product_id_BASE,61.98222,55.15068,68.81376
2024-12-18,store_id_BASE,product_id_BASE,33.076725,26.245184,39.908264
2024-12-19,store_id_BASE,product_id_BASE,35.853268,29.021727,42.684807
2024-12-20,store_id_BASE,product_id_BASE,37.448338,30.616796,44.279877
2024-12-21,store_id_BASE,product_id_BASE,39.3996,32.56806,46.23114
2024-12-22,store_id_BASE,product_id_BASE,40.19513,33.36359,47.02667
2024-12-23,store_id_BASE,product_id_BASE,37.39997,30.56843,44.23151
2024-12-24,store_id_BASE,product_id_BASE,34.468426,27.636885,41.299965
2024-12-25,store_id_BASE,product_id_BASE,36.292877,29.461336,43.124416
2024-12-26,store_id_BASE,product_id_BASE,33.724888,26.893347,40.556427
2024-12-27,store_id_BASE,product_id_BASE,33.875256,27.043715,40.706795
2024-12-28,store_id_BASE,product_id_BASE,35.98374,29.1522,42.81528
2024-12-29,store_id_BASE,product_id_BASE,34.502174,27.670633,41.333714
2024-12-30,store_id_BASE,product_id_BASE,33.61777,26.78623,40.44931
2024-12-31,store_id_BASE,product_id_BASE,33.00386,26.17232,39.8354
2024-07-01,store_id_BASE,P0002,14.494898,7.6633573,21.326439
2024-07-02,store_id_BASE,P0002,14.359382,7.527841,21.190922
2024-07-03,store_id_BASE,P0002,13.975244,7.143703,20.806784
2024-07-04,store_id_BASE,P0002,14.335687,7.504146,21.167227
2024-07-05,store_id_BASE,P0002,14.485871,7.6543307,21.317411
2024-07-06,store_id_BASE,P0002,14.466639,7.635098,21.29818
2024-07-07,store_id_BASE,P0002,14.769437,7.9378963,21.600977
2024-07-08,store_id_BASE,P0002,14.456336,7.6247954,21.287876
2024-07-09,store_id_BASE,P0002,14.917497,8.085957,21.749037
2024-07-10,store_id_BASE,P0002,14.818361,7.9868207,21.649902
2024-07-11,store_id_BASE,P0002,14.962071,8.130531,21.793612
2024-07-12,store_id_BASE,P0002,14.517502,7.6859612,21.349043
2024-07-13,store_id_BASE,P0002,15.373207,8.541666,22.204748
2024-07-14,store_id_BASE,P0002,15.28172,8.45018,22.11326
2024-07-15,store_id_BASE,P0002,14.203764,7.3722234,21.035305
2024-07-16,store_id_BASE,P0002,13.464786,6.633245,20.296326
2024-07-17,store_id_BASE,P0002,11.668134,4.836593,18.499674
2024-07-18,store_id_BASE,P0002,13.310587,6.4790463,20.142128
2024-07-19,store_id_BASE,P0002,12.844315,6.012774,19.675856
2024-07-20,store_id_BASE,P0002,13.403704,6.572163,20.235245
2024-07-21,store_id_BASE,P0002,13.448828,6.617287,20.280369
2024-07-22,store_id_BASE,P0002,13.338571,6.50703,20.17011
2024-07-23,store_id_BASE,P0002,13.706103,6.8745627,20.537643
2024-07-24,store_id_BASE,P0002,14.466111,7.6345706,21.297651
2024-07-25,store_id_BASE,P0002,13.832607,7.0010667,20.664148
2024-07-26,store_id_BASE,P0002,13.011258,6.1797175,19.842798
2024-07-27,store_id_BASE,P0002,14.647271,7.8157306,21.478811
2024-07-28,store_id_BASE,P0002,14.06288,7.231339,20.89442
2024-07-29,store_id_BASE,P0002,14.154208,7.3226676,20.985748
2024-07-30,store_id_BASE,P0002,13.882285,7.0507445,20.713825
2024-07-31,store_id_BASE,P0002,11.620187,4.788646,18.451727
2024-08-01,store_id_BASE,P0002,13.847174,7.015633,20.678715
2024-08-02,store_id_BASE,P0002,13.691408,6.8598676,20.52295
2024-08-03,store_id_BASE,P0002,13.989336,7.1577954,20.820877
2024-08-04,store_id_BASE,P0002,14.044381,7.2128406,20.875921
2024-08-05,store_id_BASE,P0002,14.09195,7.26041,20.92349
2024-08-06,store_id_BASE,P0002,13.514168,6.682627,20.345709
2024-08-07,store_id_BASE,P0002,13.3358555,6.504315,20.167397
2024-08-08,store_id_BASE,P0002,13.984546,7.153005,20.816086
2024-08-09,store_id_BASE,P0002,13.126489,6.294948,19.958029
2024-08-10,store_id_BASE,P0002,12.355175,5.5236344,19.186716
2024-08-11,store_id_BASE,P0002,30.610846,23.779305,37.442387
2024-08-12,store_id_BASE,P0002,13.531776,6.700236,20.363317
2024-08-13,store_id_BASE,P0002,15.130317,8.298777,21.961857
2024-08-14,store_id_BASE,P0002,14.938054,8.106514,21.769594
2024-08-15,store_id_BASE,P0002,13.923266,7.091726,20.754807
2024-08-16,store_id_BASE,P0002,14.638927,7.807387,21.470469
2024-08-17,store_id_BASE,P0002,14.444119,7.612579,21.27566
2024-08-18,store_id_BASE,P0002,14.435857,7.604316,21.267397
2024-08-19,store_id_BASE,P0002,12.584611,5.7530704,19.416151
2024-08-20,store_id_BASE,P0002,12.177238,5.345698,19.00878
2024-08-21,store_id_BASE,P0002,12.591802,5.760261,19.423342
2024-08-22,store_id_BASE,P0002,13.275656,6.444115,20.107197
2024-08-23,store_id_BASE,P0002,13.549874,6.7183337,20.381414
2024-08-24,store_id_BASE,P0002,13.788002,6.9564614,20.619543
2024-08-25,store_id_BASE,P0002,13.683759,6.852218,20.515299
2024-08-26,store_id_BASE,P0002,12.712835,5.8812947,19.544376
2024-08-27,store_id_BASE,P0002,12.759742,5.928201,19.591282
2024-08-28,store_id_BASE,P0002,12.5620165,5.730476,19.393557
2024-08-29,store_id_BASE,P0002,12.0749655,5.243425,18.906506
2024-08-30,store_id_BASE,P0002,11.5969095,4.765369,18.42845
2024-08-31,store_id_BASE,P0002,10.2319355,3.400395,17.063477
2024-09-01,store_id_BASE,P0002,11.338475,4.5069346,18.170015
2024-09-02,store_id_BASE,P0002,11.645351,4.813811,18.476892
2024-09-03,store_id_BASE,P0002,11.648396,4.816855,18.479937
2024-09-04,store_id_BASE,P0002,9.989588,3.1580472,16.821129
2024-09-05,store_id_BASE,P0002,12.593087,5.7615466,19.424627
2024-09-06,store_id_BASE,P0002,12.678718,5.847177,19.510258
2024-09-07,store_id_BASE,P0002,12.642827,5.8112864,19.474367
2024-09-08,store_id_BASE,P0002,12.671148,5.8396077,19.50269
2024-09-09,store_id_BASE,P0002,11.37338,4.541839,18.20492
2024-09-10,store_id_BASE,P0002,10.548622,3.7170815,17.380163
2024-09-11,store_id_BASE,P0002,11.64725,4.8157096,18.47879
2024-09-12,store_id_BASE,P0002,11.673531,4.84199,18.505072
2024-09-13,store_id_BASE,P0002,11.4197445,4.588204,18.251286
2024-09-14,store_id_BASE,P0002,12.00292,5.1713796,18.834461
2024-09-15,store_id_BASE,P0002,9.986433,3.1548924,16.817974
2024-09-16,store_id_BASE,P0002,12.357093,5.5255523,19.188633
2024-09-17,store_id_BASE,P0002,12.163096,5.331556,18.994637
2024-09-18,store_id_BASE,P0002,12.704848,5.8733077,19.536388
2024-09-19,store_id_BASE,P0002,12.580543,5.749002,19.412083
2024-09-20,store_id_BASE,P0002,13.106881,6.2753406,19.938421
2024-09-21,store_id_BASE,P0002,14.130424,7.298883,20.961964
2024-09-22,store_id_BASE,P0002,12.605623,5.7740827,19.437164
2024-09-23,store_id_BASE,P0002,11.803895,4.9723544,18.635435
2024-09-24,store_id_BASE,P0002,12.002517,5.170976,18.834057
2024-09-25,store_id_BASE,P0002,11.872782,5.041241,18.704323
2024-09-26,store_id_BASE,P0002,11.442802,4.611262,18.274343
2024-09-27,store_id_BASE,P0002,11.309995,4.478454,18.141535
2024-09-28,store_id_BASE,P0002,10.721845,3.890304,17.553385
2024-09-29,store_id_BASE,P0002,11.507644,4.676103,18.339184
2024-09-30,store_id_BASE,P0002,12.331106,5.4995656,19.162647
2024-10-01,store_id_BASE,P0002,12.845122,6.0135818,19.676662
2024-10-02,store_id_BASE,P0002,13.080647,6.249107,19.912188
2024-10-03,store_id_BASE,P0002,13.082557,6.251016,19.914097
2024-10-04,store_id_BASE,P0002,12.972805,6.1412644,19.804346
2024-10-05,store_id_BASE,P0002,14.130424,7.298883,20.961964
2024-10-06,store_id_BASE,P0002,13.971328,7.139787,20.802868
2024-10-07,store_id_BASE,P0002,13.080647,6.249107,19.912188
2024-10-08,store_id_BASE,P0002,13.647531,6.81599,20.47907
2024-10-09,store_id_BASE,P0002,11.174597,4.343056,18.006138
2024-10-10,store_id_BASE,P0002,11.365914,4.5343738,18.197454
2024-10-11,store_id_BASE,P0002,12.512312,5.6807714,19.343853
2024-10-12,store_id_BASE,P0002,11.864721,5.0331807,18.696262
2024-10-13,store_id_BASE,P0002,11.632291,4.8007503,18.46383
2024-10-14,store_id_BASE,P0002,10.492075,3.6605344,17.323616
2024-10-15,store_id_BASE,P0002,11.462628,4.631088,18.294168
2024-10-16,store_id_BASE,P0002,10.516418,3.6848779,17.34796
2024-10-17,store_id_BASE,P0002,12.35963,5.528089,19.19117
2024-10-18,store_id_BASE,P0002,11.5074005,4.67586,18.338942
2024-10-19,store_id_BASE,P0002,11.854537,5.0229964,18.686077
2024-10-20,store_id_BASE,P0002,10.6003685,3.768828,17.43191
2024-10-21,store_id_BASE,P0002,10.424073,3.5925326,17.255613
2024-10-22,store_id_BASE,P0002,12.447863,5.616322,19.279404
2024-10-23,store_id_BASE,P0002,10.88727,4.0557294,17.718811
2024-10-24,store_id_BASE,P0002,11.968444,5.1369033,18.799984
2024-10-25,store_id_BASE,P0002,11.262835,4.431294,18.094376
2024-10-26,store_id_BASE,P0002,13.306679,6.475138,20.13822
2024-10-27,store_id_BASE,P0002,12.613178,5.7816377,19.44472
2024-10-28,store_id_BASE,P0002,12.471873,5.6403327,19.303413
2024-10-29,store_id_BASE,P0002,12.205916,5.374376,19.037457
2024-10-30,store_id_BASE,P0002,12.324343,5.492802,19.155884
2024-10-31,store_id_BASE,P0002,12.69503,5.8634896,19.526571
2024-11-01,store_id_BASE,P0002,11.121147,4.2896066,17.952688
2024-11-02,store_id_BASE,P0002,12.468388,5.636847,19.299929
2024-11-03,store_id_BASE,P0002,9.632959,2.8014188,16.4645
2024-11-04,store_id_BASE,P0002,10.995403,4.1638627,17.826944
2024-11-05,store_id_BASE,P0002,11.137021,4.3054805,17.968561
2024-11-06,store_id_BASE,P0002,9.8488455,3.017305,16.680386
2024-11-07,store_id_BASE,P0002,11.401875,4.570334,18.233416
2024-11-08,store_id_BASE,P0002,11.47335,4.641809,18.30489
2024-11-09,store_id_BASE,P0002,10.021801,3.1902604,16.853342
2024-11-10,store_id_BASE,P0002,18.514017,11.682476,25.345558
2024-11-11,store_id_BASE,P0002,12.732185,5.900645,19.563726
2024-11-12,store_id_BASE,P0002,13.406556,6.5750155,20.238096
2024-11-13,store_id_BASE,P0002,11.993699,5.1621585,18.82524
2024-11-14,store_id_BASE,P0002,13.373404,6.541863,20.204945
2024-11-15,store_id_BASE,P0002,13.896654,7.0651135,20.728195
2024-11-16,store_id_BASE,P0002,13.976157,7.1446166,20.807697
2024-11-17,store_id_BASE,P0002,13.530076,6.6985354,20.361616
2024-11-18,store_id_BASE,P0002,13.428713,6.5971723,20.260254
2024-11-19,store_id_BASE,P0002,13.604048,6.772507,20.435589
2024-11-20,store_id_BASE,P0002,14.074239,7.242698,20.905779
2024-11-21,store_id_BASE,P0002,13.771174,6.939634,20.602715
2024-11-22,store_id_BASE,P0002,13.387799,6.5562587,20.21934
2024-11-23,store_id_BASE,P0002,15.161309,8.329769,21.99285
2024-11-24,store_id_BASE,P0002,13.656028,6.824487,20.487568
2024-11-25,store_id_BASE,P0002,14.4988985,7.667358,21.330439
2024-11-26,store_id_BASE,P0002,14.678244,7.846703,21.509785
2024-11-27,store_id_BASE,P0002,13.806032,6.9744916,20.637573
2024-11-28,store_id_BASE,P0002,13.777274,6.9457335,20.608814
2024-11-29,store_id_BASE,P0002,14.348966,7.517425,21.180506
2024-11-30,store_id_BASE,P0002,13.938835,7.1072946,20.770376
2024-12-01,store_id_BASE,P0002,13.43201,6.600469,20.26355
2024-12-02,store_id_BASE,P0002,13.075184,6.2436433,19.906725
2024-12-03,store_id_BASE,P0002,12.985095,6.1535544,19.816635
2024-12-04,store_id_BASE,P0002,13.143543,6.3120027,19.975084
2024-12-05,store_id_BASE,P0002,13.255202,6.4236617,20.086742
2024-12-06,store_id_BASE,P0002,12.56833,5.736789,19.39987
2024-12-07,store_id_BASE,P0002,13.019242,6.1877017,19.850782
2024-12-08,store_id_BASE,P0002,11.514067,4.682526,18.345608
2024-12-09,store_id_BASE,P0002,11.380863,4.5493226,18.212404
2024-12-10,store_id_BASE,P0002,13.124208,6.292668,19.95575
2024-12-11,store_id_BASE,P0002,12.423148,5.5916076,19.254688
2024-12-12,store_id_BASE,P0002,13.428284,6.596743,20.259825
2024-12-13,store_id_BASE,P0002,13.426819,6.5952783,20.25836
2024-12-14,store_id_BASE,P0002,14.596618,7.765077,21.428158
2024-12-15,store_id_BASE,P0002,15.351696,8.520155,22.183237
2024-12-16,store_id_BASE,P0002,14.503905,7.6723647,21.335445
2024-12-17,store_id_BASE,P0002,14.4538145,7.622274,21.285355
2024-12-18,store_id_BASE,P0002,15.223434,8.391893,22.054976
2024-12-19,store_id_BASE,P0002,14.234709,7.403168,21.06625
2024-12-20,store_id_BASE,P0002,15.0168085,8.185268,21.848349
2024-12-21,store_id_BASE,P0002,15.458312,8.626772,22.289852
2024-12-22,store_id_BASE,P0002,14.474382,7.642842,21.305923
2024-12-23,store_id_BASE,P0002,15.878822,9.047281,22.710363
2024-12-24,store_id_BASE,P0002,16.194191,9.36265,23.025732
2024-12-25,store_id_BASE,P0002,16.47474,9.643198,23.30628
2024-12-26,store_id_BASE,P0002,16.44874,9.617199,23.280281
2024-12-27,store_id_BASE,P0002,16.763945,9.932404,23.595486
2024-12-28,store_id_BASE,P0002,17.132448,10.300907,23.96399
2024-12-29,store_id_BASE,P0002,18.377687,11.546146,25.209229
2024-12-30,store_id_BASE,P0002,16.697128,9.865587,23.52867
2024-12-31,store_id_BASE,P0002,16.515463,9.683922,23.347004
2024-07-01,store_id_BASE,P0003,33.0315,26.19996,39.86304
2024-07-02,store_id_BASE,P0003,37.111687,30.280146,43.943226
2024-07-03,store_id_BASE,P0003,30.96366,24.132118,37.7952
2024-07-04,store_id_BASE,P0003,31.285284,24.453743,38.116825
2024-07-05,store_id_BASE,P0003,34.993504,28.161963,41.825043
2024-07-06,store_id_BASE,P0003,39.027218,32.19568,45.858757
2024-07-07,store_id_BASE,P0003,39.319324,32.487785,46.150864
2024-07-08,store_id_BASE,P0003,35.73096,28.89942,42.5625
2024-07-09,store_id_BASE,P0003,34.318005,27.486464,41.149544
2024-07-10,store_id_BASE,P0003,34.410473,27.578932,41.242012
2024-07-11,store_id_BASE,P0003,32.024155,25.192614,38.855694
2024-07-12,store_id_BASE,P0003,36.868946,30.037405,43.700485
2024-07-13,store_id_BASE,P0003,34.071938,27.240396,40.903477
2024-07-14,store_id_BASE,P0003,32.28201,25.450468,39.11355
2024-07-15,store_id_BASE,P0003,30.763811,23.93227,37.595352
2024-07-16,store_id_BASE,P0003,32.82321,25.99167,39.65475
2024-07-17,store_id_BASE,P0003,30.415018,23.583477,37.24656
2024-07-18,store_id_BASE,P0003,31.682875,24.851334,38.514416
